customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
23332,26,Wisconsin,student,annual,monthly,venmo,many,8/2/2013,29.94243548,2.602131294,0.47,573,354,59,88,14,5,184,0
23333,85,Vermont,family premium,annual,annual,credit,some,8/18/2018,24.28728862,3.307910141,0.24,370,239,43,30,8,8,2,0
23334,60,California,premium,monthly,annual,debit,few,9/28/2017,21.86556367,0.2947519302,0.39,337,314,40,45,15,5,97,0
23335,47,Vermont,basic,annual,annual,venmo,many,5/28/2014,20.22778487,0.5137572958,0.30,342,262,38,84,9,9,164,0
23336,65,Nebrasksa,student,annual,monthly,debit,few,3/20/2015,22.15978607,3.950126158,0.61,284,221,35,52,14,7,280,0
23337,56,South Carolina,basic,annual,annual,debit,few,2/2/2021,17.71717224,1.849732564,0.25,316,177,40,43,21,21,75,0
23338,56,Washington,family premium,annual,annual,debit,many,5/8/2016,7.400233135,0.7622380783,0.34,94,66,13,65,12,3,0,0
23339,42,Alabama,basic,annual,annual,venmo,many,10/30/2018,12.38855536,1.548696967,0.40,192,106,26,63,8,3,179,0
23340,75,Georgia,family premium,annual,annual,credit,none,9/4/2018,10.46172046,1.580659838,0.27,165,161,26,33,10,3,2,1
23341,28,New Jersey,premium,monthly,annual,credit,few,6/19/2016,9.944318768,1.567716416,0.38,146,133,20,85,13,4,88,1
23342,65,Nebrasksa,family premium,annual,annual,credit,many,7/20/2014,22.10211954,1.515566858,0.48,369,249,37,47,11,4,1,0
23343,47,Washington,basic,annual,annual,credit,none,6/21/2014,8.956815921,0.685131236,0.29,117,117,19,77,12,6,163,0
23344,47,New York,family premium,annual,annual,venmo,few,9/7/2018,22.50762465,2.984493564,0.53,377,190,45,71,9,3,2,0
23345,24,New Jersey,student,annual,monthly,venmo,many,7/15/2015,23.08061523,3.163015932,0.48,321,241,33,92,12,6,95,1
23346,18,Utah,student,monthly,annual,debit,none,2/22/2013,3.655536804,1.234209953,0.76,71,57,9,105,3,1,94,0
23347,19,Utah,basic,annual,annual,debit,some,1/21/2022,23.9328036,2.854549807,0.41,409,236,48,90,4,1,24,0
23348,58,California,family premium,annual,annual,venmo,some,5/21/2016,6.941006849,0.3287785765,0.15,91,77,9,55,13,3,2,0
23349,70,South Carolina,basic,monthly,annual,venmo,many,3/24/2018,10.69179295,2.131729976,0.19,151,87,20,34,21,11,141,0
23350,75,New York,family premium,annual,annual,venmo,few,11/13/2015,28.76124924,4.522016463,0.18,365,194,45,36,9,5,0,0
23351,28,West Virginia,premium,annual,monthly,credit,many,4/3/2021,5.41527066,0.5714795007,0.37,94,84,12,93,20,5,37,0
23352,28,North Dakota,premium,monthly,monthly,debit,few,10/1/2017,19.65405917,2.329909813,0.90,244,155,31,98,18,9,57,1
23353,50,New York,family premium,annual,monthly,credit,none,8/14/2018,13.18437994,1.764041834,0.33,187,168,24,65,9,9,2,0
23354,41,Wisconsin,basic,annual,annual,debit,few,6/4/2017,12.14703532,1.503589784,0.40,235,121,26,79,11,6,101,0
23355,68,West Virginia,family premium,annual,annual,credit,many,10/31/2013,19.44391189,0.4872713748,0.22,331,204,39,43,19,5,0,0
23356,44,North Carolina,basic,annual,annual,credit,some,2/8/2021,6.68973143,0.3592473521,0.47,122,68,13,68,18,5,45,0
23357,86,Nebrasksa,family premium,annual,monthly,credit,many,2/22/2017,8.32723577,1.276682816,0.97,109,68,13,31,11,3,1,0
23358,84,West Virginia,family premium,annual,annual,venmo,few,4/13/2015,27.91302948,2.33771196,0.01,346,293,36,38,19,19,1,1
23359,65,Nebrasksa,family premium,annual,annual,venmo,some,7/15/2013,29.32988989,1.95582349,0.98,405,317,45,61,14,4,1,0
23360,62,New Jersey,basic,annual,annual,debit,few,7/27/2016,15.98834857,1.140510086,0.36,206,161,25,62,15,15,66,0
23361,19,California,family premium,annual,annual,venmo,none,5/30/2014,28.42720026,2.36436384,0.15,490,250,56,95,15,5,1,0
23362,48,Maine,basic,annual,annual,credit,some,2/21/2020,16.04387276,1.831632061,0.87,268,186,32,59,8,2,46,0
23363,45,Utah,family premium,annual,annual,venmo,many,3/14/2018,13.61899,2.286459561,0.88,191,132,23,77,3,1,2,0
23364,25,Maine,premium,annual,monthly,debit,many,1/2/2022,20.43580256,1.286884022,0.88,274,237,27,86,6,3,22,0
23365,60,Washington,family premium,annual,annual,venmo,none,7/12/2020,20.92838728,2.992779703,0.29,297,224,36,61,13,7,1,0
23366,54,Florida,basic,monthly,annual,debit,few,3/19/2014,18.16970396,2.739243231,0.53,223,138,28,61,11,6,267,0
23367,26,Montana,student,monthly,monthly,venmo,few,1/17/2016,0.08193561195,0.8192790113,0.21,1,1,5,83,11,11,303,1
23368,76,Alabama,family premium,annual,annual,debit,some,1/18/2019,27.92035046,2.040928111,0.38,373,234,38,31,11,4,1,0
23369,55,North Dakota,family premium,annual,annual,credit,few,12/11/2021,26.4546546,1.278862505,0.96,357,186,40,40,15,5,2,0
23370,65,Georgia,premium,monthly,annual,venmo,many,6/17/2014,8.908022374,1.678307659,0.31,141,114,15,61,11,4,112,0
23371,32,North Carolina,premium,annual,monthly,credit,few,11/19/2018,19.37639561,2.062960708,0.96,334,249,34,70,19,6,61,0
23372,37,Utah,family premium,annual,annual,credit,few,6/14/2013,5.355049602,1.24127183,0.68,82,59,12,82,4,4,0,0
23373,55,North Dakota,basic,annual,annual,debit,some,1/18/2015,23.56478145,3.917977255,0.45,375,206,46,67,18,6,80,0
23374,22,Montana,basic,annual,annual,venmo,some,12/29/2018,1.36845312,0.9459320074,0.76,17,11,12,81,11,11,48,0
23375,58,Alabama,family premium,annual,monthly,debit,many,2/28/2018,8.275214733,1.095215354,0.27,123,116,19,67,10,3,1,1
23376,37,Montana,basic,annual,annual,debit,none,1/10/2021,9.872861206,0.1550697618,0.97,180,96,23,60,10,5,51,0
23377,78,New Jersey,family premium,annual,annual,credit,none,11/5/2021,25.73988483,4.047679484,0.48,419,224,45,42,12,6,1,0
23378,36,Alabama,family premium,annual,monthly,credit,many,6/20/2017,9.652446983,1.556063856,0.36,116,71,14,85,9,2,1,0
23379,50,Washington,premium,monthly,annual,credit,some,5/12/2018,20.60539861,2.770838774,0.77,388,208,46,63,13,7,108,0
23380,86,Florida,family premium,annual,monthly,credit,many,4/30/2016,27.65145372,0.4157860666,0.22,363,326,45,31,10,3,0,0
23381,80,North Dakota,basic,monthly,annual,debit,some,5/25/2013,29.37260573,0.6176786516,0.11,542,505,64,34,17,6,135,0
23382,44,California,premium,annual,monthly,debit,none,2/5/2016,5.429945107,0.8838602258,0.17,72,59,8,64,13,4,60,0
23383,45,Nebrasksa,basic,annual,annual,venmo,few,4/28/2021,26.29238405,1.330731525,0.15,322,223,40,53,13,4,67,1
23384,51,New York,premium,monthly,monthly,venmo,some,9/22/2017,27.07473723,2.620753676,0.48,404,346,40,68,11,11,53,0
23385,32,Wisconsin,premium,annual,annual,debit,many,7/16/2018,12.77759668,1.052603869,0.33,172,130,21,93,14,5,162,0
23386,75,Utah,basic,annual,monthly,venmo,many,9/10/2013,10.92504066,1.244168178,0.67,146,113,21,59,3,2,86,0
23387,42,North Dakota,family premium,annual,annual,venmo,few,10/9/2018,26.15412668,2.077923782,0.59,315,201,42,63,16,8,2,1
23388,76,California,premium,monthly,monthly,credit,few,8/3/2018,1.18815978,0.7798008941,0.27,23,13,10,42,14,5,93,1
23389,75,New York,basic,annual,monthly,credit,many,10/9/2019,27.49284189,1.704136544,0.49,368,301,37,27,10,3,73,0
23390,42,West Virginia,family premium,annual,annual,credit,few,1/10/2021,28.89266809,2.262555632,0.32,555,399,57,73,20,7,1,0
23391,70,New Jersey,family premium,annual,annual,venmo,few,3/9/2014,24.33953633,0.719593025,0.08,313,160,41,43,12,12,2,0
23392,52,Idaho,premium,monthly,monthly,credit,few,3/8/2015,21.6547976,1.209932383,0.91,421,230,46,58,5,5,68,1
23393,71,Virginia,family premium,annual,annual,credit,none,2/20/2017,1.391341061,0.5839245287,0.16,26,16,3,45,9,5,0,0
23394,42,New Jersey,family premium,annual,annual,credit,many,12/16/2021,21.41835159,3.029716109,0.14,268,134,37,78,12,4,2,0
23395,45,Nebrasksa,premium,annual,annual,debit,many,7/22/2021,24.55579208,4.263862669,0.37,332,188,38,71,12,12,41,0
23396,23,Utah,family premium,annual,monthly,debit,many,2/16/2021,17.66926956,2.529728243,0.39,333,215,42,80,6,2,1,0
23397,72,California,basic,annual,annual,debit,none,4/29/2018,23.37268824,3.272269175,0.92,303,222,33,44,12,6,52,0
23398,86,North Dakota,family premium,annual,annual,debit,few,8/7/2015,20.62304382,3.519330393,0.46,317,232,42,29,17,9,0,0
23399,60,North Carolina,premium,annual,annual,credit,many,8/28/2014,19.4790678,0.9427203873,0.62,253,188,29,57,21,7,133,0
23400,58,Washington,premium,annual,annual,venmo,few,6/30/2018,30.53650792,3.922709516,0.15,606,368,64,69,14,5,46,0
23401,71,Virginia,family premium,annual,monthly,debit,few,12/8/2015,12.65407696,2.651526224,0.98,178,130,28,36,10,10,1,0
23402,57,Wisconsin,family premium,annual,monthly,venmo,many,10/27/2014,6.605086267,0.4977989322,0.63,129,66,20,75,13,7,1,0
23403,42,New York,basic,annual,annual,credit,few,2/28/2017,21.99319968,3.707542865,0.10,269,158,33,67,12,6,183,1
23404,79,Vermont,basic,annual,annual,venmo,few,7/3/2021,25.87241619,2.486563932,0.71,429,398,49,28,8,4,67,0
23405,37,South Carolina,basic,annual,monthly,venmo,few,3/31/2018,10.9302629,0.4265496682,0.04,196,108,30,80,18,6,91,0
23406,83,New York,family premium,annual,annual,credit,few,9/9/2019,20.20132239,1.583880214,0.75,344,214,41,22,12,12,2,0
23407,79,South Carolina,basic,annual,annual,credit,many,12/17/2018,13.15082685,0.9070226282,0.25,193,98,25,34,21,21,99,0
23408,44,Georgia,premium,annual,monthly,credit,some,8/12/2017,6.633445382,1.224747153,0.14,132,103,21,79,9,2,71,0
23409,52,Nebrasksa,premium,monthly,monthly,debit,few,2/25/2017,13.92201531,2.304238032,0.48,229,161,23,58,13,3,55,1
23410,38,Montana,family premium,annual,annual,venmo,some,4/25/2015,23.39939485,3.283118797,0.86,315,161,33,85,11,3,1,0
23411,70,South Carolina,basic,monthly,annual,credit,few,8/21/2020,12.00153635,2.446182717,0.42,163,112,24,33,21,7,33,0
23412,62,Washington,family premium,annual,monthly,credit,many,8/17/2016,11.43211998,1.014790744,0.08,154,89,21,54,13,3,0,0
23413,32,Maine,basic,annual,annual,credit,some,10/22/2017,27.08258848,3.038711812,0.57,389,212,40,93,6,6,59,0
23414,22,North Carolina,student,annual,annual,venmo,none,5/18/2016,25.48325818,0.9017813143,0.07,415,384,50,95,18,9,292,0
23415,31,Georgia,premium,monthly,monthly,credit,none,8/15/2019,7.68154389,1.107681499,0.67,101,81,15,87,9,9,78,1
23416,42,New Jersey,family premium,annual,annual,credit,many,12/26/2020,28.84554505,4.616594686,0.04,469,328,49,75,12,4,1,0
23417,20,Virginia,student,monthly,monthly,credit,none,6/20/2015,1.48174434,0.6148628946,0.15,22,17,11,100,10,10,148,1
23418,52,North Dakota,family premium,annual,monthly,debit,many,7/17/2013,4.243937823,0.8040188007,0.15,63,43,10,66,16,16,0,0
23419,51,California,basic,annual,annual,venmo,none,7/11/2019,9.409441396,0.4843565098,0.40,140,99,21,57,12,3,38,0
23420,77,South Carolina,premium,monthly,monthly,credit,some,9/8/2016,22.67392526,1.633896282,0.31,371,298,40,37,19,10,135,1
23421,46,New York,family premium,annual,annual,credit,none,10/29/2016,30.13685787,4.851286052,0.11,529,273,53,60,11,3,0,0
23422,68,Vermont,basic,annual,annual,credit,many,8/14/2017,22.83756723,0.6827888511,0.89,313,258,38,35,8,8,251,1
23423,55,Alabama,basic,annual,monthly,debit,some,4/5/2019,0.282542646,0.7691075537,0.82,4,2,5,48,10,3,60,1
23424,50,Maine,family premium,annual,annual,debit,few,5/21/2016,13.35612758,1.641854459,0.31,209,111,27,71,5,1,2,1
23425,25,Wisconsin,premium,annual,monthly,venmo,few,1/31/2017,21.31063597,0.1316976667,0.31,263,141,31,101,13,13,141,0
23426,86,Maine,family premium,annual,annual,credit,none,3/8/2014,11.1227339,0.8823336019,0.35,142,109,22,38,6,6,2,1
23427,75,Maine,family premium,annual,annual,credit,few,1/3/2013,24.01835847,1.199384774,0.25,351,178,40,43,8,8,2,0
23428,65,New York,family premium,monthly,annual,credit,some,1/26/2019,11.99931864,2.419073933,0.29,148,104,16,54,12,3,2,0
23429,66,Maine,family premium,annual,annual,venmo,few,6/27/2017,14.54498152,2.045610477,0.28,273,192,36,39,5,2,2,0
23430,45,West Virginia,family premium,annual,annual,credit,few,4/21/2021,19.55916575,2.112432796,0.22,269,143,30,62,17,4,1,1
23431,82,Alabama,premium,annual,monthly,venmo,some,12/29/2014,11.03573247,0.932932285,0.56,133,104,19,35,10,10,155,0
23432,86,North Carolina,family premium,annual,monthly,credit,many,3/10/2014,12.72970794,1.923610306,0.21,177,123,28,28,20,5,2,0
23433,80,Utah,family premium,monthly,annual,credit,some,1/5/2017,0.4505336351,0.3988029853,0.29,6,4,2,26,4,1,2,0
23434,19,Alabama,student,monthly,monthly,credit,few,2/9/2017,19.99978919,2.822271902,0.48,289,204,34,104,8,8,246,0
23435,33,North Carolina,premium,monthly,monthly,debit,many,5/28/2013,24.52016861,2.289509748,0.46,338,186,37,103,20,5,113,0
23436,55,Virginia,family premium,monthly,monthly,credit,some,3/24/2021,24.32142846,2.188187589,0.09,400,209,50,63,9,2,0,1
23437,81,New Jersey,premium,monthly,annual,venmo,none,9/14/2019,23.52141557,3.652774053,0.20,441,265,51,38,13,13,36,1
23438,32,Virginia,basic,annual,annual,debit,few,7/7/2014,28.95818985,3.626779435,0.11,405,285,49,98,9,3,390,0
23439,63,North Dakota,student,monthly,monthly,credit,none,10/2/2021,13.36788208,1.734800396,0.20,235,168,25,55,16,16,27,0
23440,30,Montana,basic,monthly,annual,credit,few,6/14/2020,5.310585537,0.507882452,0.14,66,47,11,80,8,2,47,0
23441,75,New Jersey,premium,annual,monthly,credit,many,3/25/2019,25.49472123,4.307229934,0.42,313,292,31,39,12,6,44,0
23442,30,Vermont,premium,monthly,annual,credit,some,8/24/2018,14.18350758,0.6530964066,0.34,255,228,32,84,11,6,92,1
23443,54,Montana,family premium,annual,annual,venmo,none,1/9/2020,23.15310446,3.073932067,0.25,391,325,46,68,10,10,0,1
23444,30,Georgia,premium,monthly,annual,credit,few,10/3/2016,14.05150556,0.2151539712,0.83,214,118,28,75,8,4,57,1
23445,62,Georgia,family premium,annual,annual,credit,few,7/4/2019,20.02427172,1.812357617,0.12,268,203,29,49,10,10,1,0
23446,73,New Jersey,basic,annual,annual,venmo,some,9/15/2015,24.62479662,3.748719293,0.10,363,215,38,46,12,12,108,0
23447,60,North Carolina,family premium,annual,annual,debit,none,7/22/2013,20.51317451,1.593390859,0.13,336,274,36,75,21,21,0,1
23448,33,Alabama,premium,annual,monthly,credit,few,7/13/2017,29.42221557,2.415018975,0.07,436,223,47,79,9,3,93,0
23449,64,California,premium,annual,annual,credit,none,8/21/2013,3.688173365,0.3245407906,0.02,47,32,6,47,13,4,120,0
23450,53,Washington,family premium,annual,annual,debit,many,8/1/2013,18.1168824,0.7781187825,0.34,273,164,37,81,12,3,2,0
23451,42,California,basic,annual,annual,venmo,few,6/16/2014,21.59594595,2.530208653,0.63,259,155,31,80,15,15,356,0
23452,22,West Virginia,student,monthly,monthly,debit,some,8/11/2021,4.136185151,1.331709204,0.06,63,38,12,94,18,6,57,0
23453,40,South Carolina,family premium,annual,annual,credit,few,2/20/2021,18.59970793,2.076936504,0.39,227,151,30,68,19,5,2,0
23454,62,Montana,basic,annual,monthly,credit,some,12/25/2013,22.36974632,3.466010505,0.18,342,209,36,52,11,6,136,0
23455,40,Alabama,basic,annual,annual,debit,many,10/20/2019,19.46404326,2.263000936,0.15,347,322,35,62,10,5,36,0
23456,55,South Carolina,basic,annual,annual,credit,many,12/30/2013,27.86736161,1.377485996,0.22,469,242,49,63,21,11,82,0
23457,62,Utah,basic,annual,annual,debit,many,6/14/2017,9.141086881,1.734401246,0.15,165,100,25,50,4,2,76,0
23458,45,North Dakota,premium,monthly,annual,credit,few,1/20/2017,28.09346931,3.601171435,0.17,537,278,63,83,16,4,76,0
23459,83,Wisconsin,premium,monthly,monthly,credit,some,5/3/2019,22.60049701,1.316808188,0.95,353,246,36,27,14,7,102,1
23460,18,Florida,basic,annual,annual,credit,few,6/21/2015,2.645530077,0.5512289869,0.20,38,30,11,96,9,9,114,1
23461,49,North Carolina,premium,annual,annual,credit,none,2/21/2021,4.589600567,0.596772288,0.10,58,39,7,71,18,6,48,0
23462,56,Washington,family premium,annual,annual,debit,many,10/22/2021,25.34076603,3.476979523,0.26,425,413,47,63,12,4,1,0
23463,20,Vermont,basic,annual,annual,credit,few,11/8/2013,0.9102897392,0.2785590277,0.07,11,7,10,103,8,4,99,0
23464,51,Florida,family premium,monthly,annual,credit,few,1/22/2018,28.22902941,0.3012499665,0.24,559,393,56,62,8,3,0,0
23465,27,Virginia,premium,monthly,monthly,credit,none,3/17/2017,15.6556936,2.145314043,0.04,189,100,21,89,10,3,83,0
23466,27,Maine,family premium,annual,annual,debit,few,12/16/2017,13.39914045,1.845111467,0.66,189,103,29,100,7,7,0,0
23467,70,Florida,basic,monthly,annual,credit,some,7/19/2018,19.86234371,0.3192036972,0.37,297,230,37,42,11,6,71,0
23468,61,Georgia,basic,annual,annual,credit,some,12/20/2013,11.41185532,0.8835494861,0.56,166,132,21,68,8,8,128,0
23469,66,Alabama,family premium,annual,monthly,credit,few,3/14/2016,30.20249786,1.487662211,0.74,462,269,51,57,10,3,1,0
23470,23,Wisconsin,student,annual,monthly,debit,few,9/29/2021,22.81469434,1.062533666,0.25,326,305,38,75,12,4,39,0
23471,39,South Carolina,basic,monthly,annual,venmo,none,1/11/2018,12.66648192,0.9068389097,0.58,245,149,35,84,19,5,50,0
23472,79,Washington,basic,monthly,monthly,debit,some,1/13/2019,13.47218203,1.670727586,0.04,248,173,25,38,14,5,43,1
23473,34,Montana,premium,monthly,annual,venmo,some,12/2/2014,30.66635426,0.8374704368,0.31,377,217,38,91,8,3,234,0
23474,73,North Dakota,basic,annual,annual,credit,some,4/17/2015,3.379619825,0.7556836285,0.16,50,33,12,57,17,17,86,0
23475,52,Utah,family premium,monthly,annual,debit,none,9/24/2013,29.62989344,3.415293386,0.62,579,338,63,81,5,3,2,0
23476,65,Virginia,family premium,annual,annual,venmo,few,5/13/2015,10.21933358,1.67294617,0.94,173,127,18,56,11,11,0,0
23477,28,Georgia,premium,monthly,monthly,venmo,many,11/19/2015,8.947854428,0.1561245297,0.24,165,85,23,81,10,3,117,1
23478,23,North Dakota,student,monthly,annual,venmo,none,1/6/2019,5.165407349,0.2901673639,0.93,69,57,12,89,17,17,42,1
23479,24,Virginia,premium,monthly,monthly,credit,some,3/3/2021,8.087634337,0.6251093438,0.41,137,82,16,85,12,12,73,1
23480,31,Vermont,family premium,annual,annual,credit,none,2/27/2018,26.34623615,0.1079721907,0.00,440,271,50,74,8,4,2,0
23481,45,New York,premium,monthly,monthly,debit,few,3/3/2019,25.7929338,3.700083512,0.57,310,164,32,59,12,3,46,0
23482,85,Nebrasksa,premium,monthly,annual,credit,few,3/31/2017,19.93380003,1.130401845,0.37,395,238,43,43,14,7,64,1
23483,38,West Virginia,basic,annual,annual,debit,few,8/13/2019,5.551695607,1.013572438,0.50,72,46,9,75,20,7,70,0
23484,59,Maine,premium,monthly,annual,venmo,few,7/22/2014,3.044382423,0.3786869518,0.04,59,35,12,57,8,4,155,0
23485,34,Florida,premium,monthly,annual,credit,none,2/28/2016,13.93354716,0.7671076552,0.42,235,126,24,84,8,8,122,1
23486,61,New Jersey,student,monthly,monthly,credit,many,6/30/2021,15.50752605,1.866366215,0.21,257,177,36,53,14,4,40,0
23487,71,Wisconsin,family premium,annual,annual,credit,many,11/21/2018,27.97316919,2.851300814,0.45,401,366,50,38,12,4,1,0
23488,79,Wisconsin,premium,annual,monthly,credit,some,4/28/2015,28.0883397,3.542971652,0.43,416,250,45,38,13,3,139,0
23489,67,Maine,family premium,annual,annual,debit,many,10/4/2015,21.50745787,3.002356403,0.07,312,249,36,47,8,2,1,0
23490,58,Georgia,family premium,annual,monthly,debit,few,1/1/2022,6.932840026,1.320277807,0.04,89,84,16,50,8,8,1,0
23491,54,West Virginia,basic,annual,annual,venmo,some,12/27/2021,7.262043354,1.273036365,0.36,91,57,17,60,17,6,83,0
23492,70,North Carolina,family premium,monthly,annual,debit,many,2/4/2015,4.84683234,1.029115589,0.45,86,48,9,42,18,9,0,0
23493,76,North Dakota,basic,monthly,annual,credit,some,10/18/2019,5.526672377,0.5685663773,0.88,72,44,7,45,15,15,98,0
23494,19,North Dakota,student,annual,annual,debit,many,7/17/2017,17.51590474,3.325179303,0.42,265,153,32,89,17,6,100,1
23495,34,Idaho,basic,annual,annual,credit,few,6/22/2014,4.459158821,1.425870372,0.37,75,71,8,77,5,5,261,0
23496,61,Montana,basic,annual,monthly,debit,none,11/10/2015,0.9274306146,0.5679802553,0.46,14,8,10,59,10,5,262,0
23497,65,North Carolina,family premium,annual,annual,credit,few,10/25/2018,22.41405057,1.591156031,0.13,413,254,46,49,18,9,1,0
23498,65,Montana,family premium,annual,annual,credit,some,10/30/2019,11.06504442,0.02198439877,0.05,153,83,23,46,9,3,1,0
23499,30,Utah,premium,annual,monthly,credit,some,10/6/2015,8.204856661,0.3247953555,0.54,102,64,10,88,3,2,73,0
23500,33,Nebrasksa,premium,annual,monthly,debit,few,8/22/2017,0.4118762845,0.7228740017,0.32,5,3,5,91,14,7,95,0
23501,72,West Virginia,basic,annual,annual,credit,few,6/28/2018,8.877624144,0.3788093022,0.54,174,168,25,47,18,9,82,0
23502,57,Idaho,premium,monthly,annual,credit,many,1/30/2015,21.92090089,1.233097137,0.54,329,242,43,70,5,5,71,0
23503,60,California,family premium,annual,annual,credit,none,5/5/2021,24.3988494,3.09167645,0.42,323,216,37,62,12,6,2,0
23504,43,Virginia,family premium,monthly,annual,credit,some,2/23/2014,0.8890770132,0.5717913065,0.25,11,7,1,78,9,5,1,1
23505,58,West Virginia,premium,monthly,annual,credit,few,6/20/2013,19.64215337,0.1611096517,0.70,252,244,35,55,17,17,428,0
23506,29,Montana,premium,monthly,annual,debit,none,9/28/2021,15.60652378,0.686450005,0.10,239,136,32,73,11,11,27,0
23507,74,Alabama,basic,annual,annual,credit,none,8/8/2014,19.19584659,3.194786843,0.64,260,140,33,57,11,6,322,0
23508,24,Virginia,student,monthly,annual,credit,none,6/12/2020,27.74280034,4.111274171,0.50,438,335,47,82,9,2,33,1
23509,60,Utah,family premium,annual,annual,venmo,many,3/18/2018,8.807453994,0.3786867667,0.27,175,147,19,55,6,2,0,0
23510,49,Georgia,family premium,annual,annual,credit,some,2/14/2016,25.17942607,0.2883213497,0.89,483,305,48,79,8,4,1,0
23511,21,Idaho,student,monthly,monthly,credit,few,1/30/2019,4.731465846,1.590099372,0.67,81,63,18,89,5,1,149,1
23512,18,Vermont,basic,annual,annual,debit,few,7/27/2013,9.401098493,0.9649695627,0.93,164,164,18,99,11,11,303,0
23513,61,North Dakota,premium,annual,monthly,venmo,many,1/25/2014,24.85302549,3.316026289,0.92,313,182,35,54,18,18,406,0
23514,51,Montana,premium,annual,monthly,debit,few,12/24/2021,18.61763628,3.43703639,0.41,224,113,28,56,11,6,53,0
23515,63,Wisconsin,basic,annual,annual,credit,many,3/14/2017,10.22296094,0.605668603,0.38,127,86,18,65,14,7,88,1
23516,60,North Dakota,basic,annual,annual,debit,some,11/30/2014,24.50449571,1.273191906,0.80,419,284,47,71,18,9,197,0
23517,34,Montana,premium,annual,annual,credit,many,2/6/2018,28.55851167,3.469099247,0.15,355,290,44,84,11,11,66,0
23518,72,North Dakota,family premium,annual,annual,credit,few,2/6/2022,5.821778343,0.2174439178,0.25,108,66,15,25,15,8,1,0
23519,33,Nebrasksa,family premium,annual,annual,venmo,few,1/20/2018,10.33929798,0.5677553449,0.28,199,158,26,74,11,3,2,0
23520,68,Wisconsin,student,monthly,monthly,venmo,some,10/25/2016,10.19996871,1.090649043,0.55,175,94,18,57,11,6,204,1
23521,58,North Carolina,basic,annual,monthly,debit,few,3/11/2017,21.35952525,1.669136895,0.00,387,321,40,51,21,7,122,0
23522,19,Nebrasksa,student,annual,monthly,debit,some,8/16/2013,28.0652107,1.729699755,0.33,341,316,37,100,13,7,281,0
23523,39,Washington,family premium,annual,annual,credit,some,12/11/2017,15.98511094,2.574216242,0.64,220,154,30,71,14,7,0,0
23524,68,New York,family premium,annual,annual,debit,few,4/28/2016,1.017751996,0.6809909133,0.79,15,8,6,47,11,4,1,0
23525,40,Montana,basic,monthly,annual,credit,some,10/26/2019,27.90836728,4.172321775,0.06,484,447,50,62,10,10,38,1
23526,67,Florida,student,annual,monthly,venmo,many,10/15/2021,19.97425569,1.988208778,0.46,352,181,41,51,9,9,34,0
23527,22,Vermont,student,annual,monthly,venmo,many,10/16/2015,3.893067999,0.3856046351,0.00,52,28,5,90,9,9,202,0
23528,23,New Jersey,family premium,annual,annual,debit,none,2/16/2014,8.037999217,0.2060374618,0.25,104,57,17,97,15,4,0,1
23529,62,West Virginia,premium,annual,monthly,venmo,many,2/17/2014,11.85917293,1.482476934,0.53,157,81,18,61,17,4,79,0
23530,69,North Carolina,family premium,annual,annual,credit,many,10/25/2014,9.370550479,0.5479898621,0.06,124,71,19,50,21,7,1,1
23531,21,Georgia,student,monthly,annual,venmo,few,1/18/2015,6.669179441,0.9079958981,0.44,93,57,14,89,10,3,161,0
23532,61,Georgia,premium,monthly,annual,venmo,none,1/8/2017,21.30433153,2.000557309,0.35,329,197,35,43,10,3,298,0
23533,80,Alabama,premium,monthly,annual,credit,some,9/25/2018,29.14701475,4.758263965,0.16,356,239,45,45,10,10,74,1
23534,23,Maine,premium,annual,monthly,credit,few,1/29/2016,23.55755084,3.160976199,0.13,406,296,49,88,5,1,111,0
23535,76,Wisconsin,student,monthly,monthly,credit,some,10/26/2013,5.185579142,1.183848556,0.13,76,64,14,55,14,7,154,1
23536,21,Nebrasksa,premium,monthly,annual,debit,many,7/3/2017,6.691304606,1.443819485,0.27,115,68,20,107,12,4,175,0
23537,63,California,family premium,annual,annual,credit,none,12/11/2019,2.280494713,0.7979604647,0.11,37,25,10,50,15,5,1,0
23538,30,North Dakota,family premium,annual,annual,credit,many,8/7/2019,0.883219085,1.017687551,0.27,12,9,9,71,17,9,1,0
23539,71,Montana,family premium,annual,annual,credit,some,4/5/2017,24.46531006,2.63622287,0.11,305,226,32,37,10,3,0,0
23540,68,New York,basic,annual,annual,venmo,few,3/10/2016,8.682825165,0.01246257159,0.09,112,87,18,56,11,11,67,0
23541,79,Nebrasksa,family premium,annual,annual,debit,some,12/15/2021,12.41735632,1.587828784,0.12,166,91,19,37,14,7,0,0
23542,31,Florida,student,monthly,monthly,credit,some,9/6/2017,23.66092725,0.01328161378,0.05,308,191,31,75,9,3,86,0
23543,75,West Virginia,premium,annual,monthly,debit,few,8/5/2019,27.45364563,3.579831623,0.11,468,347,49,49,20,5,186,0
23544,20,Montana,basic,annual,annual,credit,some,12/1/2017,14.76854873,1.317636447,0.73,250,128,27,103,9,2,147,0
23545,76,Georgia,basic,annual,annual,debit,few,9/1/2014,1.242647916,0.1421421556,0.17,23,21,2,42,9,9,101,1
